review_id,user_name,date,rating,content,thumbs_up,app_version,developer_reply,reply_date
5f2ba77a-d546-4735-a193-49a560c9627b,Janeen Guynn,2025-10-10 10:46:39,5,I'm really enjoying it. I've been tracking my calories for 5 days so far and it's been very helpful in making food decisions.,0,25.39.0,We appreciate your positive words! Knowing you're getting the most out of MyFitnessPal makes our day. Your support keeps us passionate about what we do!,2025-10-10 14:48:49
660a3448-f638-4744-8caa-4e7cb68d288e,norm abrams,2025-10-10 10:35:46,4,great tool but sorting issue with the weight logging. shows oldest first. this didnt used to happen.,0,25.39.0,"Thank you for bringing this to our attention, we're aware of this issue and working on a resolution. Please reach out to our support team at support@myfitnesspal.com for further assistance.",2025-10-10 14:47:53
322023e9-80a0-4178-a7be-a7666b5253fd,Shiin Wong,2025-10-10 09:04:55,5,"Food logging made truly doable. The database is massive, barcode scanning is speedy, and macros are easy to track. Goals are customizable, and insights help spot patterns that matter. Pair it with activity data for a full picture. MyFitnessPal transforms nutrition from guesswork into consistent, informed daily choices.",0,,We love hearing how our app is supporting your health goals! Our extensive food database is designed with users like you in mind. Thanks for being part of our incredible community!,2025-10-10 14:47:43
7bd48eec-1759-44ac-80ff-2a53b9080c48,Neil watkins,2025-10-10 08:00:06,5,Love myfitnesspal! so easy to use!,0,25.39.0,Thanks for the great review! We're happy you're enjoying MyFitnessPal. Need help? Contact our support team anytime at support@myfitnesspal.com or by visiting https://myfitnesspal.zendesk.com/hc/en-us . We're here for you!,2025-10-10 14:45:57
a1759d18-66c1-44d8-8582-4357e34ceb31,Ron Chrabascz,2025-10-10 07:00:21,5,"My wife and I started using My Fitness Pal daily back in March. We started using it for dieting purposes - it's been a fantastic tool, helping us lose more than 30 lbs! We are both avid runners and continue to use the tool to ensure we are consuming sufficient protein and other nutrients. Coupled with our garmin watches (and most recently Chatgpt), we have never felt more informed about our personal health. Thanks!",0,25.39.0,We appreciate your positive words! Knowing you're getting the most out of MyFitnessPal makes our day. Your support keeps us passionate about what we do!,2025-10-10 14:45:37
ce7b0d73-ff8b-4cbf-aef4-17403823505d,Cara Winter,2025-10-10 06:40:13,2,"This USED to be a 5 star app, but once they removed ""walls"" it's gone downhill. It WAS a great place to get support, but now it's barely adequate for logging food. I stay because I have a logging street of almost 5k days.",0,,"We are sorry to hear you are not enjoying the current free experience, but we have passed along this feedback to the appropriate team. If we can help with anything else in the meantime, or you'd like to provide additional suggestions/context, please email us at support@myfitnesspal.com.",2025-10-10 14:45:07
40ff617f-381c-41f3-9178-9de5a3f4ad88,Sue Jones,2025-10-10 03:35:38,5,brilliant app,0,25.39.0,,
3bd33868-02d0-498a-ab4a-c2f888c19798,Shilpi Tewari,2025-10-10 03:29:19,4,issue resolved by support agent through email. lost data and premium. I used the app for 3 months. bought the premium. everything was fine till I took a week long travel break and did not update data. now when I log in my data is lost. It doesn't show the premium subscription and when I try to choose a plan it says u already have a premium subscription. The bot help does not really help and I am still waiting for reply to my email to customer support.,0,25.39.0,Our apologies for any problems you are having. For additional support please visit: https://myfitnesspal.zendesk.com/hc/en-us/requests/new or send an email to support@myfitnesspal.com.,2025-10-09 12:56:57
b27c57cd-eda8-42a3-abab-7750687f693a,Santo Gioia,2025-10-10 01:24:04,5,Easy to use makes tracking so much simpler and faster,0,25.39.0,We appreciate your positive words! Knowing you're getting the most out of MyFitnessPal makes our day. Your support keeps us passionate about what we do!,2025-10-10 14:44:51
feb8f2a1-9717-46b1-bedb-b379a44e0d0e,James Mattie,2025-10-10 00:12:04,5,a great way to track meals and keep yourself on a diet track. I'm very happy with the app,0,25.15.1,We appreciate your positive words! Knowing you're getting the most out of MyFitnessPal makes our day. Your support keeps us passionate about what we do!,2025-10-10 14:44:46
92f5d62d-5ab1-4fff-9555-e6bbb4bfe2ad,Nicholas Egbert,2025-10-09 22:15:43,1,not what it used to be,0,25.39.0,"We are sorry to hear you are not enjoying the current experience, but we have passed along this feedback to the appropriate team. If we can help with anything else or want to provide additional suggestions/context, please email us at support@myfitnesspal.com.",2025-10-10 14:06:58
8d762b7b-f963-43b9-aa6e-7bc63019ae56,Q,2025-10-09 20:48:33,1,Date order changed to oldest on top. Scrolling through years of data to review current progress is not efficient.,1,25.39.0,"Thank you for bringing this to our attention, we're aware of this issue and working on a resolution. Please reach out to our support team at support@myfitnesspal.com for further assistance.",2025-10-10 14:06:21
90833c5d-8dd5-4497-8696-8d6bc2b3f17f,Ibrahim Wael Moustafa,2025-10-09 19:14:23,1,Can't even login,0,25.39.0,,
2917ec87-cdb4-4c42-860c-e4fc34ea25b4,Danny Lowe,2025-10-09 18:41:51,5,Easy to use. love the options and layout.,0,25.40.0,We appreciate your positive words! Knowing you're getting the most out of MyFitnessPal makes our day. Your support keeps us passionate about what we do!,2025-10-09 20:20:30
7aa20a34-171f-4ad3-b0a0-564aa6d61314,Adrian Lupton,2025-10-09 18:41:38,4,"The app is getting better. Just wish integrations worked better. Sometimes friends can't see my entire diary. Other than that, I love this app. Revised (2025)",0,25.39.0,Our apologies for any problems you are having. For additional support please visit: https://myfitnesspal.zendesk.com/hc/en-us/requests/new or send an email to support@myfitnesspal.com.,2025-10-09 20:20:48
2072100a-6cf1-4353-b406-a8051bae302a,Ramsey Ambrose,2025-10-09 17:16:49,1,this app used to be free and easy to use now it cost $20 and it over complicated. if you own a samsung you can do most of the same things this app is ment to do for free with Samsung health,0,22.9.0,"We are sorry to hear you are not enjoying the current free experience, but we have passed along this feedback to the appropriate team. If we can help with anything else in the meantime, or you'd like to provide additional suggestions/context, please email us at support@myfitnesspal.com.",2025-10-09 20:21:13
64667565-30d0-4606-992d-66c1e91ee658,Helen Zagaro,2025-10-09 17:13:03,1,they just renewed my fitness pal without my permission. how do i get a refund....or is this a scam,0,,"Our sincerest apologies for any confusion on how to cancel your Premium subscription. Please see https://myfitnesspal.zendesk.com/hc/en-us/articles/360032625371-How-do-I-cancel-my-Premium-subscription-renewal for more information, or email our Support Team at support@myfitnesspal.com.",2025-10-09 20:21:08
be7015a9-7dc7-4d5e-badd-310e39b0fe58,Travis Suzuki,2025-10-09 16:38:33,4,Down to four stars with recent update. The inability to copy meals from one day to another is very annoying and is a downgrade for an update that seems mostly aesthetics focused.,0,25.40.0,"We are sorry to hear you are not enjoying the current experience, but we have passed along this feedback to the appropriate team. If we can help with anything else or want to provide additional suggestions/context, please email us at support@myfitnesspal.com.",2025-10-09 20:22:18
eaf17da9-0ba1-427f-a6d9-8c9550d563a3,Lorraine Parkin,2025-10-09 15:52:03,2,I've been using this app for 10 years to track my weight and suddenly the progress shows oldest date first! Who wants to scroll through 10 years of entries to see if they've lost/gained since last month!?!,2,25.39.0,"Thank you for bringing this to our attention, we're aware of this issue and working on a resolution. Please reach out to our support team at support@myfitnesspal.com for further assistance.",2025-10-09 16:30:01
3b4e138f-7dc7-49bf-93ee-91b83c651be9,Juan Marquez,2025-10-09 14:54:31,5,"Great app, you can find almost everything. Best way to track your calories",0,,We love hearing how our app is supporting your health goals! Our extensive food database is designed with users like you in mind. Thanks for being part of our incredible community!,2025-10-09 17:20:47
fdb89fb7-24d4-4264-b401-8678ee38a266,Gail Cruickshank,2025-10-09 14:24:40,4,"Generally an excellent app I've been using this app for nearly 10yrs and I've never really had any major issues. As with other reviews I agree that when searching for a product there can be too many choices with very varied nutritional info which can take time to find the one that matches the info on the tin, you might say. Biggest bug I have found is that the progress has changed and instead of my most recent weight being at the top the oldest one is displayed first. Hopefully this get fixed",0,,"Hi Gail, thank you for bringing this to our attention, we're aware of this issue and working on a resolution. Please reach out to our support team at support@myfitnesspal.com for further assistance.",2025-10-09 16:16:51
5ede49cb-9443-4e8d-b04f-6c2d284ecc7f,Ben Achevarra,2025-10-09 14:10:11,1,"Not digging the latest update. You can only copy the previous day's meal? Before you could choose any day's meal (for example, breakfast) and copy it to today. Now it's locked to only copy yesterday. Also, you have to scroll all the way down to see your calories burned. Macros up top are nice, but not worth all the other bad changes.",1,25.40.0,We appreciate you sharing your feedback! We've made a note of your comments to the appropriate team working on the feature as they work on future improvements. Please reach out to our support team at support@myfitnesspal.com for further assistance.,2025-10-09 16:17:17
00e4a798-5d28-4ab4-b321-64d92a03a3d6,Don Hoppe,2025-10-09 14:08:57,3,"This is NOT a free app, it only has a free trial period.",0,,We do apologize for the confusion. The standard features of MyFitnessPal are free to use. Please see: https://support.myfitnesspal.com/hc/en-us/articles/15457546881805-What-is-included-in-the-free-version- for more on what you can expect in the free version. For additional support please send us an email to support@myfitnesspal.com.,2025-10-09 16:17:03
7bf5407e-67af-4a65-8417-870a88fc30be,Heather Driver,2025-10-09 14:02:29,2,"The app has worked great for years and more recently perfectly syncing with my Samsung health app for my steps so my pt can see what I'm doing. But this week it's stopped syncing with Samsung Health. I've been trying to disconnect and reconnect, uninstall and reinstall the app but my steps and exercise are not pulling through which means they are no longer taken into account with my calories.",0,25.40.0,Hi Heather - our apologies for any problems you are having. For additional support please visit: https://myfitnesspal.zendesk.com/hc/en-us/requests/new or send an email to support@myfitnesspal.com.,2025-10-09 15:01:15
4e5093a6-a46e-4be2-825d-2e656f42038d,D'Kota McAdams,2025-10-09 13:41:55,1,Not worth paying for,0,25.39.0,"We are sorry to hear you are not enjoying the current experience. If we can help with anything else or want to provide additional suggestions/context, please email us at support@myfitnesspal.com.",2025-10-09 15:00:54
a0e020b2-9aeb-4673-802d-11e2be248eb7,Vickie Blankenship,2025-10-09 13:23:59,5,love the scan bar and scan plate now too. very helpful. has lots of recipes and helpful tips.,0,25.39.0,"Hi Vickie, thank you so much for your review! It truly brightens our day to know you're enjoying MyFitnessPal. Your feedback motivates our entire team. Keep crushing those goals!",2025-10-09 15:00:41
a19b755f-bb53-42a8-a833-6449d74d4a20,Yazori Vazquez,2025-10-09 13:22:23,5,love it,0,25.39.0,,
ff22863d-ed1a-45ad-bf8c-b05ffa6205a6,Amit Paul,2025-10-09 13:02:34,1,i didn't found useful,0,25.39.0,"We are sorry to hear you are not enjoying the current experience. If we can help with anything else or want to provide additional suggestions/context, please email us at support@myfitnesspal.com.",2025-10-09 16:16:37
51b570e8-c49f-448f-b213-b315a319fed7,Neil Barnett,2025-10-09 13:00:51,4,"Edit: a lovely app, it does the diet bit and links to my Fitbit for the exercise bit. Barcode reader is great. Calorie counts may be based on cups or ounces, easy to convert to grams. Links to Google Fit OK, but doesn't update properly. I walked 8 miles today and it doesn't know. Maybe when I get back home to England, it might.",0,25.38.0,Thanks for the great review! We're happy you're enjoying MyFitnessPal. Need help? Contact our support team anytime at support@myfitnesspal.com or by visiting https://myfitnesspal.zendesk.com/hc/en-us . We're here for you!,2025-10-09 13:38:55
b7c835bb-4dcc-4663-aea4-80fe27e44740,Michelle S,2025-10-09 12:57:52,1,I am a paid subscriber. Went to log food this morning and several months of consecutive logging history has been deleted????,0,25.39.0,"Hi Michelle, our apologies for any problems you are having. For additional support please visit: https://myfitnesspal.zendesk.com/hc/en-us/requests/new or send an email to support@myfitnesspal.com.",2025-10-09 13:38:40
78945f3a-2f29-43f6-a5d1-7fee14a26ec8,Lisa English Chakan,2025-10-09 12:54:39,1,I decided to return to MFP after a hiatus and decided to upgrade to premium immediately after reinstalling. It is a holy mess. Butter comes up as 700 calories for 1 tsp. Cant create meals without error. Should have stayed with free. Premium is buggy. How do I get my money back? I dont want to pay for aggravation.,0,25.39.0,Our apologies for any problems you are having. For additional support please visit: https://myfitnesspal.zendesk.com/hc/en-us/requests/new or send an email to support@myfitnesspal.com.,2025-10-09 13:46:01
2d1c177e-86df-49d6-98de-82428b9cbb3e,Suzannna V,2025-10-09 12:37:10,3,It's a very expensive app.,0,25.39.0,"Thank you for providing this feedback on the cost of Premium. We will pass this along to the team to review. If we can help with anything else, or if you would like to provide additional feedback/suggestions, please email us directly at support@myfitnesspal.com. Thank you!",2025-10-09 13:47:01
67b06d3f-1ffd-4b2f-9210-a6f209b109a1,Rob Brunk,2025-10-09 12:23:58,5,"I have used this app since 2023 and it is an amazing, comprehensive tool to track your diet fully and assist with self educating your bodies specific needs. I had uncontrolled type 2 diabetes and with self educating my specific health needs and honestly tracking my dailey dietary intake, have been able to lower and maintain my A1C at or near 5.7 all by tracking my diet and no need for insulin injections! I highly recommend usage of this app for great help toward any dietary needs!",0,25.39.0,"Congratulations on all of your amazing progress! Your dedication to your health and wellness journey is truly inspiring, and we’re so glad that MyFitnessPal has supported you while you reach your health goals. If you’re interested, we'd love to use your story to motivate others! Please fill out this form: https://forms.gle/ZuzTnGKGohzhg7gZ6",2025-10-09 13:46:51
d2afb35a-d9fa-44e4-9ef2-3bdd5c093ef6,Erin,2025-10-09 12:12:38,5,"Does everything I want it to. Free version is great, ads aren't super intrusive",0,,Thank you so much for your review! We're delighted you're enjoying the free version of MyFitnessPal. Keep up the great work!,2025-10-09 13:46:11
a5ba9e33-88ea-443c-b292-f1561368dce2,Francky Lee,2025-10-09 11:51:51,5,It's just perfect 👍,0,25.39.0,,
62aae2e7-3335-4a90-9dd7-e285b8c00ba0,Jennifer Harden,2025-10-09 11:37:17,1,"This used to be a great app. Really helpful and easy to use with many features. Now, everything is an upgraded price, it's hard to log my food because the options available are limited and trying to scan ingredients or even create your own costs extra. This makes it extremely difficult to accurately log anything. I'm so disappointed.",0,,"Hi Jennifer - we are sorry to hear you are not enjoying the current free experience, but we have passed along this feedback to the appropriate team. If we can help with anything else in the meantime, or you'd like to provide additional suggestions/context, please email us at support@myfitnesspal.com.",2025-10-09 13:13:47
2a42621f-fed6-4d3b-8376-d379011ed29d,LaDonna Maxey,2025-10-09 11:31:54,5,Great. I've lost over 30 pounds.,0,25.39.0,So happy to hear you're seeing real results from tracking with us! Nothing beats that feeling of progress. Thanks for the awesome review and for being part of our community!,2025-10-09 13:13:57
1bae34e5-543b-4060-baae-97a5923eea59,James Ford,2025-10-09 11:04:56,5,Most accurate app with the largest file of foods.,0,25.39.0,We love hearing how our app is supporting your health goals! Our extensive food database is designed with users like you in mind. Thanks for being part of our incredible community!,2025-10-09 13:12:31
41591cb8-f24e-45c1-b69e-563fa3e7092a,Nicole Yates,2025-10-09 11:03:37,3,"I loved this app prior to upgrading to the paid subscription, I was so excited to have a meal planner option, then was immediately let down the meal planner option sucks, it's not balanced or healthy. 🥺",0,25.39.0,"Thank you for your feedback on our Meal Planning functionality. If you have additional feedback you'd like to share, feel free to reach out to our support team here support@myfitnesspal.com.",2025-10-09 13:12:16
16d2f00a-4c78-4e94-afda-9b676a7cbf97,r b,2025-10-09 10:12:55,3,"Overall I really like the app. I've been using it for years and it's really helpful. It was a lot easier with the barcode scanner though, and the price to use it now is not worth it.",0,25.39.0,Thank you so much for this valuable feedback. We have passed this along to our team for further review.,2025-10-09 13:12:26
f0d66d12-75f8-4d82-81d2-2a1ef8f90eb2,Shanna Berdahl,2025-10-09 10:10:42,4,only gave 4 stars because you can't use barcode scanning if you pay for premium membership otherwise wonderful app.,0,25.39.0,"We do understand your frustration on this decision, and we do want to thank you for your feedback. We have passed this along to the team to further review. If we can help with anything else, please email us at support@myfitnesspal.com.",2025-10-09 13:12:41
0e033668-eb6e-4a96-b4d9-18b538669114,Jodie Olmstead,2025-10-09 09:21:47,4,"much better, wish the barcode scanner was free. you can't always trust the nutritional information but not bad",20,25.39.0,Thank you so much for this feedback regarding the barcode scanner. We will pass this along to the team to review.,2025-10-09 13:11:50
3d6227db-57ad-4a90-bff1-daa1db617fde,Jon Joseph,2025-10-09 08:52:51,5,I have been using this app for 3 years now and I love the app.stay consistent and see results.,0,25.36.0,"Hi Jon, we love hearing how our app has transformed your health tracking experience. Thank you for trusting us to be part of your journey!",2025-10-09 13:11:16
bdd6dc07-d5ae-453c-b29c-44ec7ae13622,kathy gray,2025-10-09 08:41:50,5,"the app has a new glitch where the tracked weights are oldest to newest. I've used this app happily since 2018 but now, to scroll through that many days of entries is crazy. I look forward to this being fixed.",0,25.39.0,"Thank you for bringing this to our attention, we're aware of this issue and working on a resolution. Please reach out to our support team at support@myfitnesspal.com for further assistance.",2025-10-09 13:11:40
22e4e3df-9070-4d2e-9d10-eb9da9ea39dc,CHERYL SADOWSKI,2025-10-09 08:35:04,4,"as with most of this type there are a lot of convenience foods in the lists. that said, it's not difficult to add my own recipes in the basic version",0,25.39.0,Thanks for the great review! We're happy you're enjoying MyFitnessPal. Need help? Contact our support team anytime at support@myfitnesspal.com or by visiting https://myfitnesspal.zendesk.com/hc/en-us . We're here for you!,2025-10-09 13:11:36
bdb5d165-9579-4456-80bf-bb4882cabc72,Evan Carroll,2025-10-09 08:09:22,1,"EDIT: From 2 to 1 and that's only because zero isn't an option. ""If you fail to cancel your subscription before deleting your account you will continue to be charged"" How in the hell is that legal?!",0,1.3.0,"Hi Evan, we do apologize for the confusion. Deleting an account does not automatically cancel an active Premium subscription. Please see https://myfitnesspal.zendesk.com/hc/en-us/articles/360032625371-How-do-I-cancel-my-Premium-subscription-renewal for more information, or email our Support Team at support@myfitnesspal.com.",2025-10-09 13:10:50
a6ed0d27-0a5a-4561-9cff-8bd0fb3c8102,Kandy Kane,2025-10-09 07:23:23,1,"I can no longer use this app. I can no longer track my calories unless I pay, but I've been tracking it on here for about 12 years or more. Since then, everything I have tried to do I have to pay for. This went from a free app to a very expensive one. I have tried using the free part of the app, but again I'm being told to pay.",3,20.24.7,Thank you for this feedback regarding the screen that encourages you to upgrade to Premium. We have passed this along to our internal team to consider for a future update.,2025-10-09 13:11:05
27bf036d-3ab8-4b1d-8d1e-7e62d38b6153,Right Hand,2025-10-09 05:32:54,5,Definitely one of the better calorie apps out there,0,25.39.0,We appreciate your positive words! Knowing you're getting the most out of MyFitnessPal makes our day. Your support keeps us passionate about what we do!,2025-10-09 13:10:15
d8160b33-c7c9-4665-ad78-c552f2499bc3,Rashtra Humane,2025-10-09 04:55:17,5,Best app to track calories and helped a lot to lose my weight and also help in maintaining weight,0,25.39.0,So happy to hear you're seeing real results from tracking with us! Nothing beats that feeling of progress. Thanks for the awesome review and for being part of our community!,2025-10-09 13:10:14
45927c28-5fe0-4252-8e43-fc48a2aa98b1,Harmoney Jackson,2025-10-08 18:59:31,5,I find this app to be super useful! being able to scan barcodes to add items makes tracking so much easier! This app has genuinely helped me lose weight and maintain my goals!,0,25.39.0,Thank you for sharing how MyFitnessPal has helped you! Your progress motivates our entire team. We're always available at support@myfitnesspal.com whenever you need us.,2025-10-09 12:50:45
bedb610c-a398-4d01-b82e-df019e17765a,Davidson Joseph Selvaraj,2025-10-08 17:40:20,5,"Again unable to login 😭 so uninstalled your and my favourite app😢, Edit: now problem is solved, Thank you edit 2: I love you, sending love and support.",0,25.39.0,Thank you for sharing your review! We love hearing about your wins with our app - your success makes our day. Need support or have suggestions? Reach out anytime at support@myfitnesspal.com - our team is always here for you!,2025-10-09 12:50:24
b5ddfa15-ed17-4f22-9cc2-30d1b0e4b234,Jamie Perri,2025-10-08 17:26:16,2,very average,0,25.39.0,,
934943b4-6f68-40b4-830c-402ede92ced7,Scott Sackett,2025-10-08 16:32:14,5,great tool for tracking and achieving weight-loss goals!!!,0,25.39.0,Hi Scott - we love hearing how our app has transformed your health tracking experience! Thank you for trusting us to be part of your journey!,2025-10-09 12:48:54
f78e517b-4b1e-4c22-bf9e-73f39f3a4396,Bruce Young,2025-10-08 16:07:07,1,very inaccurate on many of the carb counts.,0,25.39.0,We do apologize if you've come across any inaccurate food entries in the database. Please see https://support.myfitnesspal.com/hc/en-us/articles/360032274312-Food-Feedback-Report-incorrect-foods-on-MyFitnessPal for more information on how to report this. Thanks!,2025-10-09 12:49:58
c8742c06-fc83-40f5-be14-83dc2ae65b34,Raymund Chan,2025-10-08 14:41:26,4,"Generally quite happy with it, but new changes made it backwards to the good it was. I use the weight chart to track my weight since 2017. The recent change cause new entries to always now appear at the bottom of the list of data instead of the latest starting at the top. And it does not matter if you are looking at a chart for 1 or 3 months, the weight data always starts on 2017 showing ALL ENTRIES! I hope they correct this quickly (easy fix).",4,25.39.0,"Thank you for bringing this to our attention, we're aware of this issue and working on a resolution. Please reach out to our support team at support@myfitnesspal.com for further assistance.",2025-09-24 17:01:25
249cef60-ad8e-482e-94fb-2f7140b5c7f2,Vanessa Chin,2025-10-08 14:35:37,4,"Good but Some Glitches Love the app, it's great and easy to use but there are some glitches - specifically with creating your own meals. I find sometimes it doesn't add food items to the meals which makes it difficult to capture homemade items and thoroughly account for all ingredients to get accurate macros",0,25.39.0,"We are truly sorry for any issues you are having with the app. If you could please send us an email to support@myfitnesspal.com for further help. In the meantime, you can always access the program via our main site at www.myfitnesspal.com.",2025-10-08 16:03:22
c205a96e-4951-4a24-b298-f42c9087c0d5,David Bannister,2025-10-08 14:08:09,1,"App is good, but yearly cost is too much",2,25.37.0,"Hi David - thank you for providing this feedback on the cost of Premium. We will pass this along to the team to review. If we can help with anything else, or if you would like to provide additional feedback/suggestions, please email us directly at support@myfitnesspal.com. Thank you!",2023-11-09 10:55:42
030994bb-e450-4401-bdbe-48d8f0ad6f3b,Nathan stenzel,2025-10-08 14:02:10,1,changing review to 1 star since all useful features are now subscription locked at obscene prices,0,25.39.0,"We are sorry to hear you are not enjoying the current free experience, but we have passed along this feedback to the appropriate team. If we can help with anything else in the meantime, or you'd like to provide additional suggestions/context, please email us at support@myfitnesspal.com.",2025-10-08 16:02:52
a8061129-3b62-4bbd-bca7-8d6bd7cb9521,Damiyon Porter,2025-10-08 13:13:33,3,love the app but after the last update the NEW Progress Entries are at the bottom of the list not the top as usual and there's no way to rearrange,0,25.39.0,"Thank you for bringing this to our attention, we're aware of this issue and working on a resolution. Please reach out to our support team at support@myfitnesspal.com for further assistance.",2025-10-08 16:03:02
e70128ec-359d-4ead-b196-74ae8de6e55f,Robin-Ann Klotsky,2025-10-08 13:07:18,1,"The app keeps stopping and not logging my foods. please fix. one star so you'll see it, I'll add more after. thank you.",3,25.39.0,Our apologies for any problems you are having. For additional support please visit: https://myfitnesspal.zendesk.com/hc/en-us/requests/new or send an email to support@myfitnesspal.com.,2025-10-08 16:02:37
e77528d1-1cbd-4861-8584-5080e3123e5b,Donna Williams,2025-10-08 12:33:56,5,"A fantastic, convenient, informative way to manage your health and fitness with daily Journaling. It's one of the tools necessary to keep you accountable for your and my wellbeing. Thanks 😊",0,25.38.0,"Hi Donna, we're so grateful for your fantastic 5-star review! Knowing you're enjoying MyFitnessPal truly brightens our day. Your support keeps us passionate about creating the best experience!",2025-10-08 16:02:31
fa870a7d-fbad-40b6-89f0-76e8049f5799,ScreamToASigh,2025-10-08 11:38:19,1,"accidentally updated because I saw the bad recent reviews. new BUG, app keeps opening to yesterday!! no matter if I've already added breakfast and open it for lunch, it starts me on yesterday's food diary. RE: using help in app, AI help is useless and infuriating.",3,25.39.0,"Thank you for bringing this to our attention, we're aware of this issue and working on a resolution. Please reach out to our support team at support@myfitnesspal.com for further assistance.",2025-09-25 14:18:34
d87f945b-5621-4b7f-88be-4b03336d7c95,Jennifer Connolly,2025-10-08 09:37:39,1,Ads cover most of the content. I need to track more than just calories but can't unless I pay for Premium. Won't work for me.,0,,"We understand ads can be an annoying part of using free apps. MyFitnessPal hasn’t always had to show so many ads, especially full-screen ones. Unfortunately, the ad landscape has changed, making it harder to earn the revenue necessary to maintain and improve the app. Hope this helps, but feel free to contact us at support@myfitnesspal.com for more.",2025-10-08 11:19:44
55336b11-f8a8-4b72-92fb-7fa3911d15f1,Anthony Adams,2025-10-08 09:31:28,5,Love it and I haven't even bought the full version.,0,25.39.0,Thank you so much for your review! We're delighted you're enjoying the free version of MyFitnessPal. Keep up the great work!,2025-10-08 11:19:50
03ea0820-ee06-4f0e-ac72-e0a6b9e843bc,Dave Laky,2025-10-08 09:06:58,1,Unstable and unreliable. Constantly releasing updates that break things. Sometimes it's food logging that breaks. Sometimes you can't login. Sometimes your weight logging is inverted and not within the correct range. It's a mess. Use a different app. It's been like this for as long as I can remember. To be clear : this is not about recent issues. MyFitnessPal has a history of releasing updates that break existing BASIC functionality all the time.,6,25.39.0,"Hi Dave - thank you for bringing this to our attention, we're aware of this issue with progress entries showing in reverse order, and working on a resolution. Please reach out to our support team at support@myfitnesspal.com for further assistance.",2025-10-07 11:30:54
f8968a85-3882-4908-b3a2-64ec0a5d643b,R,2025-10-08 08:06:14,1,"used to be good, now overly complicated. ridiculous.",1,25.39.0,"We are sorry to hear you are not enjoying the current experience, but we have passed along this feedback to the appropriate team. If we can help with anything else or want to provide additional suggestions/context, please email us at support@myfitnesspal.com.",2025-10-08 11:19:29
