app_id,date,rating,title,content,user_name,platform
570060128,2025-11-14 21:53:22-07:00,2,Harder Than It Has To Be,"Generally I think this app does a decent job, but there are major frustrations. There are almost zero teaching/learning activities, which means you will go to Google often for answers to certain grammar rules that Duolingo doesn’t bother to attempt to teach you. It would be nice to have themed lessons over things like numbers, colors, parts of the body, etc. 

But mostly I am frustrated right now with two things. 1) I do not want to do the activities where you speak out loud to the AI. Not interested. Also not interested in started new friend streaks when I already have some going. So stop asking!! 2) The new “flash cards” activity is a great idea, but your speech recognition is terrible. Absolutely terrible. I can hear when I’m not repeating the words right, which makes it beyond irritating when your program counts words wrong when I say it, but then the “correct” pronunciation is EXACTLY what I just said. 

Don’t release new features before you’ve figured out how to make them work. Should be Service Provider 101, but I guess not.",Carl5480,App Store
570060128,2025-11-14 21:41:08-07:00,3,"Great, but the energy","This app is great for learning, as I’ve been using it for over 400 days, but a big problem is the energy system. The hearts worked just fine, but the company got greedy and decided to add energy to force us to watch ads. Just overall annoying and honestly discourage me from using this app. Hope they actually listen to the people and remove this horrible update",beckett.heyer78,App Store
570060128,2025-11-14 21:36:44-07:00,5,The best,Ever since I started taking it I started getting better at saying languages I recommend using this,Skibidi toliet,App Store
570060128,2025-11-14 21:25:07-07:00,5,Lo mejor de lo mejor,Una aplicación que lo tiene todo para quienes nos interesa aprender idiomas y podernos comunicar y crecer en nuestro ambiente laboral y superarnos obviamente. Lo único que veo mal es la utilización de energía y no de vidas como antes. Lo demás 10/10,Samuel Gueuel,App Store
570060128,2025-11-14 21:10:36-07:00,5,Mi favorito,Es muy buena te ayuda mucho,LindoDue,App Store
570060128,2025-11-14 21:08:42-07:00,3,Great for basics but not grammer,"Great for learning some words and pronunciations, but it doesn’t tell you the when you use certain forms of words like when its different types of plural, or specific word orders. It doesn’t tell you why you’re wrong, just that you got it wrong",Auraa13,App Store
570060128,2025-11-14 21:05:00-07:00,3,It’s alright!,"This app will help u to have basic conversations but not you being fluent which is totally fine I just don’t like that u have energy and not the hearts anymore i actually miss thos! I can’t do a lot of lessons now, I miss doing them they are tons of fun but after a week I do lose interest. Please give the hearts baaack",pop_fart,App Store
570060128,2025-11-14 20:47:58-07:00,5,Duolingo is so helpful,Duolingo is so helpful. It helped me learn chess in a matter of a few days!,I am 67 bruh,App Store
570060128,2025-11-14 20:43:25-07:00,5,Amazing,"Man, I wished they had this when I was growing up. The app makes it easy to learn & it’s very playful to interact with. I catch myself speaking common words outside my own comfort zone. I get excited to learn new things, especially my age (34). Something about learning another language is a flex! If I can master this, this will definitely be my 3rd useful language!",pmagz since 09,App Store
570060128,2025-11-14 20:40:52-07:00,3,"Useful, but 🪫👎🏿","I’m a longtime user and it’s been great, but now it’s just okay. Seriously, what was wrong with hearts? Is the goal to make people spend less time on the app? Because that’s all that’s happening, it’s not convincing me to buy anything. It’s honestly just making me consider Babble.",smiley.capone,App Store
570060128,2025-11-14 20:36:06-07:00,5,For kids its best,"This is the best app for kids or even adults to learn how to learn any language!

VERY RECOMMENDED",EmadJan1111,App Store
570060128,2025-11-14 20:35:07-07:00,1,Not good!,"I tried the free trials and at one point entered my credit card number. I cancelled the free trials on two occasions. Just recently I decided to take a pause from the app. Imagine my surprise when I was notified that I  just had a pending charge for a year in the amount of $83.99. I responded to the email which then suddenly disappeared from my screen. I went on the website to cancel again, which I then thought I had done. After looking at the emails I now got, I tried to see if there is a way to get refunded. I called the credit card, the agent suggested I try to get it from duolingo. I went back to see how and even found a telephone number. I like to speak to a person in cases like this. But alas it was just a message to do it online. After all that I just got an email to say welcome back! If you value your money and your sanity stay clear of this app.",emybarreta,App Store
570060128,2025-11-14 20:28:39-07:00,5,Language Invite,"I’d like for the language of the Phillipines to be added to the list:Tagalog , I’m currently in a LDR and think it would be  eye sweet and heartwarming if I leaned the language my girlfriend is more comfortable with speaking to make her transition to America easier",ChefTjj,App Store
570060128,2025-11-14 20:27:59-07:00,5,I love this app alot now,I thought the old lives system put too much stress on the student and was a punishment for not having the premium option but since they switched it to the energy system Im no longer worried about my time and ads and pop ups and losing my streak because i made too many mistakes. Heres to day 645 Duolingo,jeph32,App Store
570060128,2025-11-14 19:55:51-07:00,5,I love Duolingo!,Honestly this app has helped me learning Japanese as someone who doesn’t know Japanese at all before the lessons. And also has taught me how to play chess a little bit! I’m looking forward to learning more off this app. I truly recommend it! ❤️,I love it!🩷,App Store
570060128,2025-11-14 19:51:23-07:00,5,This app has come so far!,"I remember when this app first released, to where it is now. I am blown away by the efforts made towards it. 

Thanks for keeping the free option btw, yall are the real MVPs",👽🛸👾👽,App Store
570060128,2025-11-14 19:46:16-07:00,1,What happened to my streak?,"Have you guys gone corporate? I have been using the free version of the app but my 492 STREAK WAS GONE when I had two streak freezes, so if that was on purpose I’m going to stop using the app.",Koala 1000 hel I got Kiki Kuka,App Store
570060128,2025-11-14 19:36:52-07:00,5,The best learning app I have ever had,"I love this app because of this app I am ahead of my classes and it is the best 
But the only thing is that you goys should change the battery  on it should go back to hearts😊😊😊😊😊😊🥹",Rookiecjdjdjjcxjjd,App Store
570060128,2025-11-14 19:35:15-07:00,5,Really great game and effective,I have been learning Japanese on this app for about two months now and I just want to say that it works really well! I already know ~150 words and can handle basic conversation. I like the way it teaches you the language but still keeps it fun. ありがとう Duolingo devs! (That’s thanks in English),Skibiditoilet698,App Store
570060128,2025-11-14 19:28:41-07:00,5,Very good,This app very good it helps a lot,Baddies1672,App Store
570060128,2025-11-14 19:25:10-07:00,5,Bien bueno,"Decidí bajar a Duolingo para mejorar un poco la fluidez, claridad, y velocidad de mi español. Yo soy nativo de Puerto Rico y me mudé pa los Estados Unidos y me di cuenta que tenían que bajarle la velocidad del español para que la gente me entienda mejor.

Duolingo me ha ayudado muchísimo con eso y me expandió el vocabulario. 

100% recomendado",JuliándePR,App Store
570060128,2025-11-14 19:18:57-07:00,1,I can’t delete,It doesent let me delete,ck9928,App Store
570060128,2025-11-14 19:16:51-07:00,5,DUO,I love Duo. He’s green.,I’ve hfjns jnir,App Store
570060128,2025-11-14 19:15:21-07:00,5,Desafío,Súper práctico y emocionante enseñanza,Mi Desafío,App Store
570060128,2025-11-14 19:14:43-07:00,5,I love it,This is one of my favorite apps,Danger295,App Store
570060128,2025-11-14 19:14:05-07:00,1,Useless for languages,"I am on duo for a long time trying to learn Italian. Progress? Nope. Negligible. The best progress I got is from watching lessons on YouTube. Duo does horrible job for teaching conversational language useful for tourists or new residents. It introduces a verb for skating (don’t you know - Italy is the skating capital of the world?), gloves (obviously, it’s cold when you skate!) and “vero” at the end of each question. They teach you to shop in Italian on the web. On the web! Yes, they don’t trust Google webpage translations. I have spent fair amount of time in Italy and, seriously, no one says “carta di credito”. It’s just a freaking “carta”. No “vero.” Not once. The list of useless things they try to teach you is too long for a review. I am considering to drop Duo and use other resources. I hope you get better luck using it.",A very creative nickname here,App Store
570060128,2025-11-14 19:06:16-07:00,4,Good! But scary,"This game is good for learning how to speak various languages, but if you miss 10+ days, then the widget you have gets VERY SCARY.",Monkeydunk04,App Store
570060128,2025-11-14 19:01:45-07:00,1,Still messing up,I messaged you all about the app saying that I’m not speaking when I am and it started working again for one day now it’s back to not allowing me to speak. Please fix. This app is amazing but that one thing ruins it.,Bri6213,App Store
570060128,2025-11-14 18:56:42-07:00,5,Spanish,This is great this is helping me learn Spanish!!!! Love this app,synclairenicole,App Store
570060128,2025-11-14 18:54:58-07:00,5,Easy,A unique way to approach language and chess. Plus the design “in app”is inviting and easy to look at.,Cjwalls123,App Store
570060128,2025-11-14 18:50:41-07:00,5,Very helpful!!^^,"I’m learning multiple languages at once, just cause it may be useful in the future. And Duolingo has really been helpful in this. The characters make it especially better for me though. I have a hard time focusing on something if it’s generic or too plain for me to have fun, but the characters have drawn and animated so uniquely and really add color to the app. I’ve tried other language learning apps, but I lost interest quickly because they bored me to madness. Another thing is that Duo has more than just languages, it teaches to read music, math, and now chess, and I think it’d  be dope if y’all added sign language as someone trying to learn it. One thing I wish though, was that we didn’t have the energy or heart thing, sometimes I go to do a lesson and I run out, and even though I want to keep learning, I can’t unless I pay for it, but I understand our lives or energy is a get-go for profit since it’s mostly a free app. Overall, if you’re thinking about learning a new language, Duolingo is definitely my top recommendation! Спасибо, Дуолинго!!",Sonic.EX3_8,App Store
570060128,2025-11-14 18:46:40-07:00,3,Wish I Could Opt Out of the LGBT Content,I'm a Christian and can't support living out LGBT desires. As a single person the gospel is still good news even if that's always living out cellibacy and finding intimacy in friendships and with God. That is good news I can share with my LGBT brothers and sisters. We live in a post-fall world and our hearts want many things that are not good for us & do not reflect Christ & His bride. I wish there was a way to opt out of LGBT content because there is quite a lot of it in the app.,SDAPBBCBMTMDIITAICF,App Store
570060128,2025-11-14 18:36:30-07:00,5,Helps a lot,The best game to help with Japanese :3,I love this gameekkk,App Store
570060128,2025-11-14 18:31:02-07:00,1,What happened to you,"No learning session for new words, the translations are obviously off, too many mistakes, this is crazy",Huifre,App Store
570060128,2025-11-14 18:22:06-07:00,5,Service,This app shows people language step by step in very specific ways,zana dosky,App Store
570060128,2025-11-14 18:19:45-07:00,4,Best learning app,This app is wonderful it taught me so much and I learned things I never thought I would learn before and now I can communicate with my family and friends. The only ick about this is the super Duolingo and DEFINITELY the amount of energy we get.,1luv_mySingingMonsters,App Store
570060128,2025-11-14 18:13:26-07:00,5,Deserves 5 stars!!!,"I didn’t even know how to speak Italian and now I can order from a coffee shop without hesitation. This app is the best app I’ve ever gotten for translation and language learning plus it’s free. It gives you the option to buy super Duolingo, but other than that it’s free 


un café por favor.",🥸sad,App Store
570060128,2025-11-14 18:05:57-07:00,3,A little annoying,"It keep popping up “do you want to sign up for a free trial” and I don’t want to. So every time I have to lose my xp or whatever it’s called I have to 
 leave my lesson and restart. Otherwise it’s good",Coconut muncher,App Store
570060128,2025-11-14 18:04:50-07:00,1,I can't delete this terrible app.,"Duolingo supports ai. I am an artist. It will not let me delete it. Support, tell me how to delete it ASAP. Remember, AI is hurting all of us.",olliethenerd,App Store
570060128,2025-11-14 18:02:28-07:00,5,❤️❤️❤️,Best app ever!!!!!!!!!,Capybara_Eli67,App Store
570060128,2025-11-14 17:39:09-07:00,1,Free version is horrible,Ads for the game are constantly popping up and if you run out of energy mid game it tries to guilt you with xp loss do buy the premium. Would be good app but focus to much on trying to take your money,MrFoly,App Store
570060128,2025-11-14 17:36:06-07:00,1,Recent update stinks,Do for many things dropped. Chess match went from 50 xp to 20,OH Mom of 5,App Store
570060128,2025-11-14 17:33:23-07:00,5,SO GOOD,DUOLINGO IS THE BEST!!!,Lilshmoop,App Store
570060128,2025-11-14 17:32:12-07:00,1,Duolingo is stupid,U guys are dumb,The game mojang,App Store
570060128,2025-11-14 17:28:01-07:00,4,Good for practice,"I would say Duolingo is a very good app for learning the basics of any given language, and excellent for practice and helping build learning habits! However, in my opinion it is a lot better for practice over fully learning a language to a fluent level. But regardless I do like Duolingo and would recommend anyone wanting to start learning a language, or trying to brush up to try this app.",President Zlatan,App Store
570060128,2025-11-14 17:20:06-07:00,5,Best French,It’s the best thing I do it in French class in school to,The Rizzlers and baddies,App Store
570060128,2025-11-14 17:15:35-07:00,5,My experience,Im learning French in school right now and duo lessons are really helping my grade to be honest its good for helping you study and practice while having fun.,Littledragon78,App Store
570060128,2025-11-14 17:12:45-07:00,1,Probably good if you pay for super,"Duolingo is fun, but unless you're willing to pay for super I can't really recommend it. You get 25 energy a day and some parts of the lessons use more energy than others? Which makes trying for legendary impossible",dhufwrfuosf,App Store
570060128,2025-11-14 17:08:19-07:00,1,App will load nonstop,App won’t stop loading while I’m doing a lessons making me lose 3xp,tanotti10,App Store
570060128,2025-11-14 17:05:54-07:00,1,App has gone downhill,"I used the free version of Duolingo a few years ago and learned a lot. I recently re-downloaded it and it’s basically worthless now. You can only answer about 30 questions per day, and basically no real learning can occur. Not sure why they want to limit the time spent on the app. Even free users generate ad revenue. But alas, I am deleting it.",Emreads8,App Store
570060128,2025-11-14 17:05:50-07:00,4,It is awesome 😎,Duo is slaying so hard(that’s good by the way)😁🙂,Cc123😁,App Store
570060128,2025-11-14 16:54:05-07:00,5,"Fun ,I think YEAH",Is super fun and you can learn kinda depending on what language you learning some are hard and easy but learning is fun and getting free super from time to time is crazy,axlotl 198906,App Store
570060128,2025-11-14 16:53:59-07:00,5,Good app👾,Good app I’m studied good for music 😏,misamiza1986,App Store
570060128,2025-11-14 16:52:57-07:00,1,45 Days Was Going Well Tell They Got Political,"Neat minus the depressed characters, guilt trips, and LGBTQIA Affirming Content snuck in! Was planning to keep it going but will now be uninstalling it.",Pastor Mike Northside,App Store
570060128,2025-11-14 16:50:27-07:00,5,Amazing,Its amazing i love Duolingo its helped me so much and i now know a lot more than i did before,Silly Billy bobby lob,App Store
570060128,2025-11-14 16:50:22-07:00,5,I love this game it is the best game for your kids to learn different languages,Bye,Best game ever! Besties,App Store
570060128,2025-11-14 16:46:53-07:00,3,I dislike the battery go back to hearts,"I really love this app, but since they changed it to the battery i have had more trouble learning/ getting through the lessons even when I don’t miss any answers. How does that make sense? I guess I take too long to type the answer and it just drains. The next thing I know I’m being told out of power. Go back to the hearts please! They were better. At least you knew you only had 5 misses and your out. Made sense.",Ravenfairy,App Store
570060128,2025-11-14 16:44:02-07:00,5,Duolingo,"This app is so good and I love the super family plan because I get unlimited hearts and no ads and it’s so good I think you all should write this five stars and I didn’t even know they had chess math and music. This is the best app I’ve ever had. Love you, Duolingo.💚💚",The best app!!💚💚,App Store
570060128,2025-11-14 16:37:02-07:00,5,Love dowo,"Dowo trech me to say mostly all of the Spanish words I’m cindu at
the begin",:Tania:,App Store
570060128,2025-11-14 16:30:05-07:00,3,Energy vs Lives,"It’s unfortunate that they switched to the energy. No matter how well you do you can only do 1-2 lessons at a time. If you get through half a lesson, often the battery won’t be enough and you lose progress. Lives were better, but obviously not as profitable.",Aleks0.0,App Store
570060128,2025-11-14 16:20:15-07:00,5,I like it,I gave it 5 stars because I don’t want duo to get mad at me but it is really good,Helps me follow god,App Store
570060128,2025-11-14 16:11:21-07:00,5,THE BEST APP EVER,HELPED ME SPEAK SPANISH AND LEARN HOW TO PLAY CHESS 10-10WOULD RECOMEND,Noelle yoooo,App Store
570060128,2025-11-14 15:54:43-07:00,5,Arabic in duo better than other language apps,I try different ways to memorize and study Arabic but with duo I was actually able to start understanding and matching letters to sounds amazing!,CRGalvez,App Store
570060128,2025-11-14 15:49:45-07:00,5,Sophia,Me gusta como me motivan a estudiar ya que perder una racha es como perder un hijo y lo rápido que estoy aprendiendo está súper,Sophia 10/10,App Store
570060128,2025-11-14 15:48:02-07:00,5,Yes to duo,He helped me learn German and it helped a lot and now I can speak a little to German people!,Faith 🌙💛,App Store
570060128,2025-11-14 15:46:56-07:00,4,❤️,"Okay, so I honestly miss the heart system, it was so much more motivating to learn from my mistakes. I can’t afford super so I can only do 1-2 lessons a day making motivation hard. Other than that it gives me something to do and learn",Finnthatoneguy,App Store
570060128,2025-11-14 15:46:55-07:00,5,review,Duolingo is a fun language learning app! I tried it out and I was instantly impressed .,quack duck1234,App Store
570060128,2025-11-14 15:41:29-07:00,5,Duolingo,Great little app!!  I feel like I know so much after only several lessons!  Great way to learn another language.,LoriRN9,App Store
570060128,2025-11-14 15:36:05-07:00,1,No not good at all,"It’s makes no sense to me 
That’s all",SG Vlogs,App Store
570060128,2025-11-14 15:34:42-07:00,5,I’m scared of the owl,"I’m writing this hiding in my closet. I didn’t do my lesson yesterday and broke my 67 day streak. I already begged for mercy en espangol, but this crazy bird kept chasing me around my house with a belt. I’m hoping this maniacal demon will leave me alone. If anyone reads this, PLEASE HELP ME. I hear footsteps coming into this room. I must go now before I am put in a trash bag and buried in the woods. OH GOD ITS HERE. HELP MEEDIDOWNV EKD DEJSD SJDB DJE DDJEN EBDJDDH E EVHEIEIEOE D CBDIIDF.",- kool_kid164 -,App Store
570060128,2025-11-14 15:30:35-07:00,5,Merp,Merp,Merpinator2000,App Store
570060128,2025-11-14 15:28:07-07:00,5,Duolingo is helping,"It really helped me learn a lot, and I have it on my lock screen and it’s a widget and it helps me learn a lot of different things. I’m learning. I’m learning Japanese specifically. So like  I have a family Duolingo Max prescription so it’s helping me learn a lot so I really think you should do it for trying to learn different languages. Yeah I’ve love him.",AJ favorite learning app,App Store
570060128,2025-11-14 15:27:01-07:00,5,Amazing,Duolingo is the best I literally learned piano in 3 days,Duolingo is so 6-7,App Store
570060128,2025-11-14 15:18:25-07:00,1,Don’t Update the App!!!,"They’ve replaced hearts with a new awful greedy system of energy, a limit to how much you can learn.
It’s awful",Nice work4637785,App Store
570060128,2025-11-14 15:18:15-07:00,5,Duo Lingo Review,Really great so many courses you can do literally anything love this app you should totally download!😄😃😀,JJ R67 41,App Store
570060128,2025-11-14 15:17:27-07:00,5,Needs some major fixes,"App is deteriorating like how you gonna make this money greedy energy system, idc if it’s been improved, it is still way less rewarding compared to the old heart system.
Another complaint is this app feels so laggy whenever I use it now idk what’s going on.",Random guy person ig,App Store
570060128,2025-11-14 15:14:14-07:00,5,Listen to this,This helps your kids learn Spanish if they don’t go to a Spanish class at school but if they do it helps a lot more.,lalalalalalalalalalalahahalazi,App Store
570060128,2025-11-14 15:10:55-07:00,4,My opinion,Good app but wish there was no energy,Chris_XDXD8,App Store
570060128,2025-11-14 15:08:57-07:00,5,This is a great game!,"If you want to learn Spanish or any other thing, use this app!",🥹😍🥰😘,App Store
570060128,2025-11-14 15:08:09-07:00,1,DUOOO,When I go to sign in on another device it says that the account doesn’t exsist,"Dg,Macfhjgj",App Store
570060128,2025-11-14 14:59:59-07:00,1,Unclear Arabic terms used in the application.”,"In some exercises, letters appear overlapping and scattered.
I waste a lot of time and I can’t skip them.",Youcdsdssss,App Store
570060128,2025-11-14 14:58:14-07:00,5,Duolingo,"It helps me do Languages, math, and anything thank you ☺️.",OMGKAMILAH,App Store
570060128,2025-11-14 14:48:54-07:00,5,Duolingo is amazing!,"I’m learning Korean and Japanese and I’m becoming a pro! And it’s not one of those boring language apps, no Duolingo is different than that. It’s more helping than boring!",Maya Suggestions,App Store
570060128,2025-11-14 14:46:53-07:00,4,Pretty good,"I really like this app and I have been switching it on and off to learn Spanish, but it really is doable and it does send you notifications to remind you. I really like how you can go back to retry your mistakes at the end of each lesson. So if you're thinking about learning any other type of language and don't know what app to get you should definitely get Duolingo not just because it's popular or trending because it's actually a good app and I'm learning a lot in Spanish and there's many other languages too!!",LYLAHHH🙈🎀,App Store
570060128,2025-11-14 14:46:33-07:00,4,Eh,It’s getting a little better with its energy system,FUEGOFRY,App Store
570060128,2025-11-14 14:40:55-07:00,5,learned so much,in about  a week ive already learned 13 words,cnrnrsfactors,App Store
570060128,2025-11-14 14:38:22-07:00,3,Friend Streaks,"Me and my friend had an 86 day friends streak, then i missed 3 day because i was busy so then i repaired my streak for 500 diamonds which was almost all of mine then it still deleted our friend streak which is really annoying because i didnt even have the option to repair it and I thought the 500 diamonds covered it. Please fix this.",⭐️✨Emma✨⭐️,App Store
570060128,2025-11-14 14:25:43-07:00,5,الملاحظة,اريد اتعلم اللغة التركي باللغة العربية,اسيا سوسو,App Store
570060128,2025-11-14 14:23:53-07:00,2,Bring back the hearts,"I love this app and think it works great if you apply yourself , however this idea of using a percent of my battery for every answer on the lesson is just unfair , I should not be forced to buy the the super plan and have to limit myself to two lessons a day. WTH duo",Hillsreview,App Store
570060128,2025-11-14 14:10:38-07:00,5,Doulingo,This app is skk ok good I am I’m El Salvadoran and Dominican and I don’t really know Spanish because I’m also born in America BEST APP EVER!!!!,Dou lig o,App Store
570060128,2025-11-14 14:05:56-07:00,1,Ripoff,I was charged for a full year despite canceling during the “free week”.  This app is a total scam.,Shemar7199,App Store
570060128,2025-11-14 13:59:59-07:00,5,BEST LEANING APP EVER!!!!,"Without this app, I’ll probably die. I used to struggle with languages, math and chess until I found this app. It makes lessons fun to do so I don’t get bored. I love it so much and I love all the details.",0988GiGI,App Store
570060128,2025-11-14 13:58:33-07:00,1,Needs to be able to accept regional Spanish,First used it 7 years and got tired immediately due to frequently forcing me to learn manzana. Later lived half a decade in South America and decided to try it again. Absolutely can't stand how they are unable to add support for regional Spanish. They offer Klingon but only have one option for one of the most popular languages in the world spoken in 20 countries. Ditto for French or Portuguese.,Cbaroque,App Store
570060128,2025-11-14 13:57:09-07:00,5,"Thank you, Brad and Duolingo!",I have always loved Duolingo and believe in lifelong learning.  I pay for the family subscription so we can all learn a new language and I have always been happy with the app. Recently my daughter contacted customer service for a request and we were blown away by the compassion and kindness shown to us by Brad from the Duolingo team. It meant more to us than you can imagine and it was heartening to see the human side of a company once again. Thank you for consideration and for your humanity. You will have a customer for life.,Digodog,App Store
570060128,2025-11-14 13:56:40-07:00,5,Good,Easy,gasses boo,App Store
570060128,2025-11-14 13:52:11-07:00,5,Wonderful so helpful and fun,10/10🌟⭐️✨,madeline sur dittmar,App Store
570060128,2025-11-14 13:50:36-07:00,4,Nice but uhhh—,"This really helps me catch up on my Spanish class. I joined the school 2 weeks after it started, and in my old school we only got taught Spanish only in Kindergarten. We switched to Chinese in 1st-5th for some reason. And I was just clueless on what my teacher was talking about. Thanks duo! But, hire your staff again pls☹️.",friends for live,App Store
570060128,2025-11-14 13:46:45-07:00,3,Please add Tagalog,The app is good. But what would make it better?,Hugetdubb,App Store
570060128,2025-11-14 13:41:10-07:00,5,Awesome,I am learning Chinese and this makes it very easy to learn,Soccercroc2013,App Store
570060128,2025-11-14 13:36:28-07:00,5,Common communications with Spanish speaking people,I give five stars for sure. Very thorough. If i could change anything it would be Spanish is very proper with the Spain version. South American dialect would help more for day to day conversations in South America,Kaylashayla2017,App Store
570060128,2025-11-14 13:18:58-07:00,1,Boo,Kept asking me to review without a way to say no so I gave 1 star.,Nickname required by duo,App Store
570060128,2025-11-14 13:17:19-07:00,1,Why I don’t like Duolingo,"It is so annoying it just makes these mad faces if you don’t study or lose your streak and he also says removing Duolingo you can’t hide from Duolingo.
I don’t recommend",Ms. Reviewer🎀🎀🎀🎀🎀,App Store
